,Sentence,Interviewee,State,Region,Verb,Verbal_S,Type_of_Subject,Person,Number,Adjacency,Preceding_Segment,Following_Segment,ThirdSingular,Verbal_aspect,Aspect,Verb_Type
869,I 'spect I'll git to glory befo' you does.,Miemy Johnson,SC,Lower Coast,spect,0,Pronoun,First,Singular,A,C,V,N,state,non-habitual,rest
870,It's a pow'ful comfort to have a brave white man 'round at sich a time 'mongt a passle of terrfied niggers I tells you!,Miemy Johnson,SC,Lower Coast,tell,s,Pronoun,First,Singular,A,C,C,N,dynamic,discourse,rest
871,Does I 'member de day old Marse Gregg die?,Nelson Cameron,SC,Lower Coast,do,s,Pronoun,First,Singular,A,irregular,V,N,aux,non-habitual,dhg
872,Course I does.,Nelson Cameron,SC,Lower Coast,do,s,Pronoun,First,Singular,A,irregular,P,N,aux,habitual,dhg
873,before I gits to de river Jordan,Nelson Cameron,SC,Lower Coast,get,s,Pronoun,First,Singular,A,C,C,N,dynamic,non-habitual,rest
874,You say Marse Tom Dixon dedicate a book to her.,Nelson Cameron,SC,Lower Coast,say,0,Pronoun,Second,,A,irregular,C,N,dynamic,non-habitual,rest
875,You sees dere's a window pane out of my britches seat,Nelson Cameron,SC,Lower Coast,see,s,Pronoun,Second,,A,V,C,N,dynamic,discourse,rest
876,to let de sweat out when I walks to Bethel Church on Sunday,Nelson Cameron,SC,Lower Coast,walk,s,Pronoun,First,Singular,A,C,C,N,dynamic,habitual,rest
877,but I hear talk dey would whip dem till dey would die some of de time en would bury dem in de night,Ryer Emmanuel,SC,Lower Coast,hear,0,Pronoun,First,Singular,A,C,C,N,state,habitual,rest
878,en I know dem chillun wouldn' never know whe' to say dat Bible at dese days.,Ryer Emmanuel,SC,Lower Coast,know,0,Pronoun,First,Singular,A,V,C,N,state,non-habitual,rest
879,I reckonit been since freedom.,Ryer Emmanuel,SC,Lower Coast,reckon,0,Pronoun,First,Singular,A,C,V,N,state,non-habitual,rest
880,I reckon  dey would be workin just bout like dey is now from sunrise in de mornin till sunset in de evenin,Ryer Emmanuel,SC,Lower Coast,reckon,0,Pronoun,First,Singular,A,C,C,N,state,non-habitual,rest
881,I recollects her name,Ryer Emmanuel,SC,Lower Coast,recollect,s,Pronoun,First,Singular,A,C,C,N,state,non-habitual,rest
882,I remember just as good,Ryer Emmanuel,SC,Lower Coast,remember,0,Pronoun,First,Singular,A,C,C,N,state,non-habitual,rest
883,"I remember, all us chillun was playin round bout de step one day whe' Miss Ross was settin en she ax dat yellow child, say 'Who your papa?'",Ryer Emmanuel,SC,Lower Coast,remember,0,Pronoun,First,Singular,A,C,V,N,state,non-habitual,rest
884,"You see, de colored people couldn' never go nowe' off de place widout dey would get a walkin ticket from dey Massa.",Ryer Emmanuel,SC,Lower Coast,see,0,Pronoun,Second,,A,V,C,N,dynamic,discourse,rest
885,"Like I speak to you, my white folks was blessed wid a heap of black chillun",Ryer Emmanuel,SC,Lower Coast,speak,0,Pronoun,First,Singular,A,C,C,N,dynamic,discourse,rest
886,I wish somebody could call up how long de slaves been freed,Ryer Emmanuel,SC,Lower Coast,wish,0,Pronoun,First,Singular,A,S,S,N,state,non-habitual,rest
887,When de white people axes dem to sing to dey church,Ryer Emmanuel2.,SC,Lower Coast,ask,s,NP,Third,Plural,A,S,C,N,dynamic,habitual,rest
888,"en if us belly sets up a growlin twixt meals, us just rakes a 'tatoe out de ashes en breaks it open en makes out on dat.",Ryer Emmanuel2.,SC,Lower Coast,break,s,Pronoun,First,Plural,N,C,V,N,dynamic,habitual,rest
889,"you see, my eyes does be pretty good cause dey got on dey second glove, I say",Ryer Emmanuel2.,SC,Lower Coast,do,s,NP,Third,Plural,A,irregular,C,N,aux,habitual,dhg
890,But I loves dem so much dat it does make my mouth run water to think bout how me en Kotta gwine enjoy dem dis evenin,Ryer Emmanuel2.,SC,Lower Coast,do,s,Pronoun,Third,Singular,A,irregular,C,T,aux,habitual,dhg
891,"You see, I does keep some 'tatoes roastin dere in de coals on de hearth",Ryer Emmanuel2.,SC,Lower Coast,do,s,Pronoun,First,Singular,A,irregular,C,N,aux,habitual,dhg
892,"When I helps up dere to de house wid hogs killin, Mr. moses, he does always say for me to carry de chitlin home to make me en koota a nice pot of stew.",Ryer Emmanuel2.,SC,Lower Coast,do,s,Pronoun,Third,Singular,A,irregular,V,T,aux,habitual,dhg
893,"Some of dem does go dere often times dese days, too",Ryer Emmanuel2.,SC,Lower Coast,do,s,NP,Third,Plural,A,irregular,C,N,aux,habitual,dhg
894,"you see, my eyes does be pretty good cause dey got on dey second glove, I say",Ryer Emmanuel2.,SC,Lower Coast,got on,0,Pronoun,Third,Plural,A,C,V,N,dynamic,habitual,rest
895,I hear some people say dey can' stand no chitlin scent nowhe' bout dem,Ryer Emmanuel2.,SC,Lower Coast,hear,0,Pronoun,First,Singular,A,C,S,N,state,habitual,rest
896,"When I helps up dere to de house wid hogs killin, Mr. moses, he does always say for me to carry de chitlin home to make me en koota a nice pot of stew.",Ryer Emmanuel2.,SC,Lower Coast,help,s,Pronoun,First,Singular,A,C,V,N,dynamic,habitual,rest
897,I keeps it dat way bout all de time so as I can look out en see what gwine along de road dere.,Ryer Emmanuel2.,SC,Lower Coast,keep,s,Pronoun,First,Singular,A,C,V,N,dynamic,habitual,rest
898,I know I gwine be obliged to run down to de woods en fetch me up some wood en kindlin for night fall,Ryer Emmanuel2.,SC,Lower Coast,know,0,Pronoun,First,Singular,A,V,V,N,state,non-habitual,rest
899,dey know en dey never know,Ryer Emmanuel2.,SC,Lower Coast,know,0,Pronoun,Third,Plural,A,V,V,N,state,non-habitual,rest
900,dey know en dey never know,Ryer Emmanuel2.,SC,Lower Coast,know,0,Pronoun,Third,Plural,N,V,P,N,state,non-habitual,rest
901,But I loves dem so much dat it does make my mouth run water to think bout how me en Kotta gwine enjoy dem dis evenin,Ryer Emmanuel2.,SC,Lower Coast,love,s,Pronoun,First,Singular,A,C,C,N,state,non-habitual,rest
902,"en if us belly sets up a growlin twixt meals, us just rakes a 'tatoe out de ashes en breaks it open en makes out on dat.",Ryer Emmanuel2.,SC,Lower Coast,make,s,Pronoun,First,Plural,N,C,V,N,dynamic,habitual,rest
903,"en if us belly sets up a growlin twixt meals, us just rakes a 'tatoe out de ashes en breaks it open en makes out on dat.",Ryer Emmanuel2.,SC,Lower Coast,rake,s,Pronoun,First,Plural,N,C,V,N,dynamic,habitual,rest
904,"I recollects, dey would march us right up to de front of de church ",Ryer Emmanuel2.,SC,Lower Coast,recollect,s,Pronoun,First,Singular,A,C,C,N,state,non-habitual,rest
905,"I remember, when I been baptize dere",Ryer Emmanuel2.,SC,Lower Coast,remember,0,Pronoun,First,Singular,A,C,C,N,state,non-habitual,rest
906,"you see, my eyes does be pretty good cause dey got on dey second glove, I say",Ryer Emmanuel2.,SC,Lower Coast,say,0,Pronoun,First,Singular,A,V,P,N,dynamic,discourse,rest
907,"you see, my eyes does be pretty good cause dey got on dey second glove, I say",Ryer Emmanuel2.,SC,Lower Coast,see,0,Pronoun,Second,,A,V,C,N,dynamic,discourse,rest
908,"You see, I does keep some 'tatoes roastin dere in de coals on de hearth",Ryer Emmanuel2.,SC,Lower Coast,see,0,Pronoun,Second,,A,V,P,N,dynamic,discourse,rest
909,"en if us belly sets up a growlin twixt meals, us just rakes a 'tatoe out de ashes en breaks it open en makes out on dat.",Ryer Emmanuel2.,SC,Lower Coast,set up,s,NP,Third,Plural,A,C,V,N,dynamic,habitual,rest
910,"I tell you, honey, some of de colored people sho been speak praise to dem Yankees.",Ryer Emmanuel2.,SC,Lower Coast,tell,0,Pronoun,First,Singular,A,C,C,N,dynamic,habitual,rest
911,I think bout how I been bless dat I ain' never been noways scornful bout eatin chitlins.,Ryer Emmanuel2.,SC,Lower Coast,think,0,Pronoun,First,Singular,A,C,C,N,dynamic,habitual,rest
912,Cose I tries to knock bout somewhe' en let me get out in de cototn patch,Ryer Emmanuel2.,SC,Lower Coast,try,s,Pronoun,First,Singular,A,V,C,N,dynamic,habitual,rest
913,"but when I gets tired, I just get all fray up somehow",Ryer emmanuel3.,SC,Lower Coast,get,s,Pronoun,First,Singular,A,C,C,N,dynamic,habitual,rest
914,"but when I gets tired, I just get all fray up somehow",Ryer emmanuel3.,SC,Lower Coast,get,0,Pronoun,First,Singular,N,C,V,N,dynamic,habitual,rest
915,I hope she satisfied,Ryer emmanuel3.,SC,Lower Coast,hope,0,Pronoun,First,Singular,A,C,S,N,state,non-habitual,rest
916,"If anybody hurt me, dey got to hurt back again, I say.",Ryer emmanuel3.,SC,Lower Coast,hurt,0,NP,Third,Singular,A,C,C,T,dynamic,habitual,rest
917,Us never know nothin bout us was gwine get free in dat day en time.,Ryer emmanuel3.,SC,Lower Coast,know,0,Pronoun,First,Plural,N,V,C,N,state,non-habitual,rest
918,I know I would been dead cause I would been obliged to fight dem back,Ryer emmanuel3.,SC,Lower Coast,know,0,Pronoun,First,Singular,A,V,V,N,state,non-habitual,rest
919,I know I been hired out to white folks bout all de time,Ryer emmanuel3.,SC,Lower Coast,know,0,Pronoun,First,Singular,A,V,V,N,state,non-habitual,rest
920,"Den I recollects we chillun used to ax us mammy whe' us come from en she say ""I got you out de hollow log.""",Ryer emmanuel3.,SC,Lower Coast,recollect,s,Pronoun,First,Singular,A,C,C,N,state,non-habitual,rest
921,"I remember, Ma used to tell we chillun bout how dey couldn' never do nothin in slavery time",Ryer emmanuel3.,SC,Lower Coast,remember,0,Pronoun,First,Singular,A,C,C,N,state,non-habitual,rest
922,"I remember, we chillun used to set down en ax Ma all bout dis en dat.",Ryer emmanuel3.,SC,Lower Coast,remember,0,Pronoun,First,Singular,A,C,C,N,state,non-habitual,rest
923,"I say, ""No, child.""",Ryer emmanuel3.,SC,Lower Coast,say,0,Pronoun,First,Singular,A,irregular,C,N,dynamic,habitual,rest
924,"You see, I was a little small child den en I never know no better den to speak dat way.",Ryer emmanuel3.,SC,Lower Coast,see,0,Pronoun,Second,,A,V,V,N,dynamic,discourse,rest
925,"I tell all my chillun I rather stay here under my own roof cause when I takes a notion, I can go in en make me a little hoecake en draw me a pot of coffee en set down to eat it in satisfaction.",Ryer emmanuel3.,SC,Lower Coast,take,s,Pronoun,First,Singular,A,C,V,N,dynamic,habitual,rest
926,"I tell all my chillun I rather stay here under my own roof cause when I takes a notion, I can go in en make me a little hoecake en draw me a pot of coffee en set down to eat it in satisfaction.",Ryer emmanuel3.,SC,Lower Coast,tell,0,Pronoun,First,Singular,A,C,V,N,dynamic,habitual,rest
927,"Well, just like I tell you, slavery chillun had dey daddy samewhe' on de plantation.",Ryer emmanuel3.,SC,Lower Coast,tell,0,Pronoun,First,Singular,A,C,C,N,dynamic,discourse,rest
928,"Oh, I tell you, I see a heap of things in dem days, but I ain' got my studyin cap on right now",Ryer emmanuel3.,SC,Lower Coast,tell,0,Pronoun,First,Singular,A,C,C,N,dynamic,discourse,rest
929,I think now de best time to live in cause I ain' getting no beatin dese days.,Ryer emmanuel3.,SC,Lower Coast,think,0,Pronoun,First,Singular,A,C,C,N,state,non-habitual,rest
930,They thinks and acts for theirselves and no one else.,Samuel Boulware,SC,Lower Coast,act,s,Pronoun,Third,Plural,N,C,C,N,dynamic,habitual,rest
931,"Most of them there patrollers was poor white folks, I believes",Samuel Boulware,SC,Lower Coast,believe,s,Pronoun,First,Singular,A,C,P,N,state,non-habitual,rest
932,"I sho' believes  dat, as much as I believes I's setting in dis chair talkin' to you.",Samuel Boulware,SC,Lower Coast,believe,s,Pronoun,First,Singular,N,C,C,N,state,non-habitual,rest
933,"I sho' believes dat, as much as I believes I's setting in dis chair talkin' to you.",Samuel Boulware,SC,Lower Coast,believe,s,Pronoun,First,Singular,A,C,V,N,state,non-habitual,rest
934,"then I believes dat person when they die, will 'pear to you on 'count of dat.",Samuel Boulware,SC,Lower Coast,believe,s,Pronoun,First,Singular,A,C,C,N,state,non-habitual,rest
935,Does I 'member much 'bout slavery times?,Samuel Boulware,SC,Lower Coast,do,s,Pronoun,First,Singular,A,irregular,V,N,aux,non-habitual,dhg
936,Does my folks hep me along any?,Samuel Boulware,SC,Lower Coast,do,s,NP,Third,Plural,A,irregular,C,N,aux,habitual,dhg
937,Does I believe in 'ligion?,Samuel Boulware,SC,Lower Coast,do,s,Pronoun,First,Singular,A,irregular,V,N,aux,non-habitual,dhg
938,They tells me they eats each other in Africa.,Samuel Boulware,SC,Lower Coast,eat,s,Pronoun,Third,Plural,A,C,V,N,dynamic,habitual,rest
939,De older I gits de more I feels de hot and de cold.,Samuel Boulware,SC,Lower Coast,feel,s,Pronoun,First,Singular,A,C,C,N,state,habitual,rest
940,you knows dis is July and us gits de hot days in dis month.,Samuel Boulware,SC,Lower Coast,get,s,Pronoun,First,Plural,A,C,C,N,dynamic,habitual,rest
941,De older I gits de more I feels de hot and de cold.,Samuel Boulware,SC,Lower Coast,get,s,Pronoun,First,Singular,A,C,C,N,dynamic,habitual,rest
942,I gits nothin' from them,Samuel Boulware,SC,Lower Coast,get,s,Pronoun,First,Singular,A,C,C,N,dynamic,habitual,rest
943,I has four sisters,Samuel Boulware,SC,Lower Coast,have,s,Pronoun,First,Singular,A,irregular,C,N,state,non-habitual,dhg
944,"I can spell most any word I hears, old as I is.",Samuel Boulware,SC,Lower Coast,hear,s,Pronoun,First,Singular,A,C,P,N,state,habitual,rest
945,you knows dis is July and us gits de hot days in dis month.,Samuel Boulware,SC,Lower Coast,know,s,Pronoun,Second,,A,V,C,N,state,non-habitual,rest
946,I knows I's a nigger,Samuel Boulware,SC,Lower Coast,know,s,Pronoun,First,Singular,A,V,V,N,state,non-habitual,rest
947,"Slavery was hard I knows, but it had to be it seem lak.",Samuel Boulware,SC,Lower Coast,know,s,Pronoun,First,Singular,A,V,P,N,state,non-habitual,rest
948,and you knows dat is a heap to us.,Samuel Boulware,SC,Lower Coast,know,s,Pronoun,Second,,A,V,C,N,state,non-habitual,rest
949,"I 'members lak yesterday, de Yankees comin' 'long.",Samuel Boulware,SC,Lower Coast,remember,s,Pronoun,First,Singular,A,C,C,N,state,non-habitual,rest
950,They tells me they eats each other in Africa.,Samuel Boulware,SC,Lower Coast,tell,s,Pronoun,Third,Plural,A,C,C,N,dynamic,habitual,rest
951,They thinks and acts for theirselves and no one else.,Samuel Boulware,SC,Lower Coast,think,s,Pronoun,Third,Plural,A,C,V,N,dynamic,habitual,rest
952,and I tries to know my place,Samuel Boulware,SC,Lower Coast,try,s,Pronoun,First,Singular,A,V,C,N,dynamic,habitual,rest
953,I hear them falls a roarin' now and I see them waters flashin' in de sunshine when I close my eyes.,Violet Guntharpe,SC,Lower Coast,close,0,Pronoun,First,Singular,A,S,C,N,dynamic,habitual,rest
954,then sometime I come down here by myself and tell dat pig 'bout your 'fections.,Violet Guntharpe,SC,Lower Coast,come,0,Pronoun,First,Singular,A,C,C,N,dynamic,habitual,rest
955,Does you know Miss Mattie Martin..,Violet Guntharpe,SC,Lower Coast,do,s,Pronoun,Second,,A,irregular,C,N,aux,non-habitual,dhg
956,Does you know them?,Violet Guntharpe,SC,Lower Coast,do,s,Pronoun,Second,,A,irregular,C,N,aux,non-habitual,dhg
957,do you happen to be in love wid one of these pigs?,Violet Guntharpe,SC,Lower Coast,do,0,Pronoun,Second,,A,irregular,C,N,aux,non-habitual,dhg
958,You follows me night and mornin' to dis pigpen;,Violet Guntharpe,SC,Lower Coast,follow,s,Pronoun,Second,,A,V,C,N,dynamic,habitual,rest
959,I glories in their blood,Violet Guntharpe,SC,Lower Coast,glory,s,Pronoun,First,Singular,A,V,V,N,dynamic,habitual,rest
960,"than I have today for one of them airplanes I hears flyin' 'round de sky, right now.",Violet Guntharpe,SC,Lower Coast,have,0,Pronoun,First,Singular,A,irregular,C,N,state,non-habitual,dhg
961,I hear them falls a roarin' now and I see them waters flashin' in de sunshine when I close my eyes.,Violet Guntharpe,SC,Lower Coast,hear,0,Pronoun,First,Singular,A,C,C,N,state,habitual,rest
962,"than I have today for one of them airplanes I hears flyin' 'round de sky, right now.",Violet Guntharpe,SC,Lower Coast,hear,s,Pronoun,First,Singular,A,C,C,N,state,habitual,rest
963,I hear them falls a roarin' now and I see them waters flashin' in de sunshine when I close my eyes.,Violet Guntharpe,SC,Lower Coast,see,0,Pronoun,First,Singular,A,V,C,N,dynamic,habitual,rest
964,then sometime I come down here by myself and tell dat pig 'bout your 'fections.,Violet Guntharpe,SC,Lower Coast,tell,0,Pronoun,First,Singular,N,C,C,N,dynamic,habitual,rest
965,The cruelest treatment I know of in the United States and all the other states was done in the Southwestern states. ,William Oliver,SC,Lower Coast,know,0,Pronoun,First,Singular,A,V,V,N,state,non-habitual,rest
966,I remember one song my mother sang: ,William Oliver,SC,Lower Coast,remember,0,Pronoun,First,Singular,A,C,C,N,state,non-habitual,rest
967,"They tell me when your Master and Missus in this country want to make you do your task, they threaten to sell you to Texas. ",William Oliver,SC,Lower Coast,tell,0,Pronoun,Third,Plural,A,C,C,N,dynamic,habitual,rest
968,I knows Mr. Tom Lawton.,Willis Gillison,SC,Lower Coast,know,s,Pronoun,First,Singular,A,V,C,N,state,non-habitual,rest
969,I think it was at de courthouse at Gillisonville dey was burn up.,Willis Gillison,SC,Lower Coast,think,0,Pronoun,First,Singular,A,C,V,N,state,non-habitual,rest
970,I b'leeves in de Baptist 'ligion.,Andy Odell,TN,Mountain,believe,s,Pronoun,First,Singular,A,C,V,N,state,non-habitual,rest
971,but I guess hit ez alri'te,Andy Odell,TN,Mountain,guess,0,Pronoun,First,Singular,A,S,V,N,state,non-habitual,rest
972,I know dat w'en we wuz freed marster Albert called us slaves,Andy Odell,TN,Mountain,know,0,Pronoun,First,Singular,A,V,C,N,state,non-habitual,rest
973,I members de comet en hit wuz a sta'r wid a long tail en looked lak hit wuz burnin'.,Andy Odell,TN,Mountain,remember,s,Pronoun,First,Singular,A,C,C,N,state,non-habitual,rest
974,I members de Klu Klux Klan but dey nebber bothered me,Andy Odell,TN,Mountain,remember,s,Pronoun,First,Singular,A,C,C,N,state,non-habitual,rest
975,Member well w'en de war broke out en how dey had big dinners en marched 'round ovuh de fiel's,Andy Odell,TN,Mountain,remember,0,Null,First,Singular,A,C,C,N,state,non-habitual,rest
976,Also member dat w'en mah mammy got de money she bought me a hat,Andy Odell,TN,Mountain,remember,0,Null,First,Singular,A,C,C,N,state,non-habitual,rest
977,I 'long ter de chuch ob Christ,Ann Matthews,TN,Mountain,belong,0,Pronoun,First,Singular,A,C,C,N,state,non-habitual,rest
978,I member de Yankee en Southern soldiers,Ann Matthews,TN,Mountain,remember,0,Pronoun,First,Singular,A,C,C,N,state,non-habitual,rest
979,"old songs, I member ez",Ann Matthews,TN,Mountain,remember,0,Pronoun,First,Singular,A,C,V,N,state,non-habitual,rest
980,I think de young peeple ez nothing,Ann Matthews,TN,Mountain,think,0,Pronoun,First,Singular,A,C,C,N,state,non-habitual,rest
981,Dey think dey ez smaht,Ann Matthews,TN,Mountain,think,0,Pronoun,Third,Plural,A,C,C,N,state,non-habitual,rest
982,I does 'member 'bout de war,Aunt Mollie Moss,TN,Mountain,do,s,Pronoun,First,Singular,A,irregular,C,N,aux,non-habitual,dhg
983,Wait untell I gits through,Aunt Mollie Moss,TN,Mountain,get,s,Pronoun,First,Singular,A,C,C,N,dynamic,non-habitual,rest
984,You notices how light-complected I is?,Aunt Mollie Moss,TN,Mountain,notice,s,Pronoun,Second,,A,S,C,N,dynamic,non-habitual,rest
985,ef I kum ter yo do'r I nebber kums in 'till you ax me,Cecelia Chappel,TN,Mountain,come,0,Pronoun,First,Singular,A,C,C,N,dynamic,habitual,rest
986,ef I kum ter yo do'r I nebber kums in 'till you ax me,Cecelia Chappel,TN,Mountain,come,s,Pronoun,First,Singular,N,C,V,N,dynamic,habitual,rest
987,I declar' you bettuh not get kotch wid a papah in you han',Cecelia Chappel,TN,Mountain,declare,0,Pronoun,First,Singular,A,C,C,N,dynamic,discourse,rest
988,I feels lak I'se bin 'yer longer dan dat.,Cecelia Chappel,TN,Mountain,feel,s,Pronoun,First,Singular,A,C,C,N,state,non-habitual,rest
989,Now all I has ez w'at mah sistah Harriett gibs me,Cecelia Chappel,TN,Mountain,give,s,NP,Third,Singular,A,C,C,T,dynamic,habitual,rest
990,I has ter walk wid a stick,Cecelia Chappel,TN,Mountain,have,s,Pronoun,First,Singular,A,irregular,C,N,state,non-habitual,dhg
991,Now all I has ez w'at mah sistah Harriett gibs me,Cecelia Chappel,TN,Mountain,have,s,Pronoun,First,Singular,A,irregular,V,N,state,non-habitual,dhg
992,Hit makes me mad ter think 'bout hit.,Cecelia Chappel,TN,Mountain,make,s,NP,Third,Singular,A,C,C,T,dynamic,habitual,rest
993,"De ole song I members ez ""Dixie Land""",Cecelia Chappel,TN,Mountain,remember,s,Pronoun,First,Singular,A,C,C,N,state,non-habitual,rest
994,I still says hit,Cecelia Chappel,TN,Mountain,say,s,Pronoun,First,Singular,N,irregular,V,N,dynamic,habitual,rest
995,Lots ob mah folks seze ter me dat I ez too old fash'on,Cecelia Chappel,TN,Mountain,say,s,NP,Third,Plural,A,irregular,S,N,dynamic,habitual,rest
996,en I seze I don' keer,Cecelia Chappel,TN,Mountain,say,s,Pronoun,First,Singular,A,irregular,V,N,dynamic,habitual,rest
997,I tell you we had a hahd time.,Cecelia Chappel,TN,Mountain,tell,0,Pronoun,First,Singular,A,C,C,N,dynamic,discourse,rest
998,I offun think dat dey nebber hit a lick dat I didn't need.,Cecelia Chappel,TN,Mountain,think,0,Pronoun,First,Singular,N,C,C,N,state,non-habitual,rest
999,I think sum ob is young people ain' no count,Cecelia Chappel,TN,Mountain,think,0,Pronoun,First,Singular,A,C,S,N,state,non-habitual,rest
1000,I think each color should ma'rie his own color,Cecelia Chappel,TN,Mountain,think,0,Pronoun,First,Singular,A,C,V,N,state,non-habitual,rest
1001,De white peeple he'p me now also,Dan Thomas,TN,Mountain,help,0,NP,Third,Plural,A,C,C,N,dynamic,habitual,rest
1002,I makes mah livin' now by haulin' slop en pickin' up things,Dan Thomas,TN,Mountain,make,s,Pronoun,First,Singular,A,C,C,N,dynamic,habitual,rest
1003,"I member seein' Andrew Jackson, general Grant en Abraham Lincoln, member seein' General Andrew Jackson git'in ready fer war",Dan Thomas,TN,Mountain,remember,0,Pronoun,First,Singular,A,C,S,N,state,non-habitual,rest
1004,"I member seein' Andrew Jackson, general Grant en Abraham Lincoln, member seein' General Andrew Jackson git'in ready fer war",Dan Thomas,TN,Mountain,remember,0,Pronoun,First,Singular,N,C,S,N,state,non-habitual,rest
1005,sum ob hit I sell ter de papah en junk dealers,Dan Thomas,TN,Mountain,sell,0,Pronoun,First,Singular,A,C,C,N,dynamic,habitual,rest
1006,I 'clare dey ez jes 'bout gon',Ellis Ken Kannon,TN,Mountain,declare,0,Pronoun,First,Singular,A,C,C,N,dynamic,discourse,rest
1007,but nobody ever got hit as fur as I know,Ellis Ken Kannon,TN,Mountain,know,0,Pronoun,First,Singular,A,V,P,N,state,non-habitual,rest
1008,but I member mah daddy tellin' 'bout de Overseer whuppin' 'im,Ellis Ken Kannon,TN,Mountain,remember,0,Pronoun,First,Singular,A,C,C,N,state,non-habitual,rest
1009,I member de Klu Klux Klan kumin ter mah daddy's home,Ellis Ken Kannon,TN,Mountain,remember,0,Pronoun,First,Singular,A,C,C,N,state,non-habitual,rest
1010,I also member 'yearin mah mammy en daddy tellin' us 'bout de st'rs fallin',Ellis Ken Kannon,TN,Mountain,remember,0,Pronoun,First,Singular,N,C,C,N,state,non-habitual,rest
1011,I member de comet,Ellis Ken Kannon,TN,Mountain,remember,0,Pronoun,First,Singular,A,C,C,N,state,non-habitual,rest
1012,De songs I member ez,Ellis Ken Kannon,TN,Mountain,remember,0,Pronoun,First,Singular,A,C,V,N,state,non-habitual,rest
1013,I 'long ter de Missionary Baptist,Emma Grisham,TN,Mountain,belong,0,Pronoun,First,Singular,A,C,C,N,state,non-habitual,rest
1014,I guess I didn't think much 'bout freedum,Emma Grisham,TN,Mountain,guess,0,Pronoun,First,Singular,A,S,V,N,state,non-habitual,rest
1015,but I know I wore a lettle ole slip wid two er three bottons in frunt,Emma Grisham,TN,Mountain,know,0,Pronoun,First,Singular,A,V,V,N,state,non-habitual,rest
1016,I member w'en de pen wuz on 15th en Chuch,Emma Grisham,TN,Mountain,remember,0,Pronoun,First,Singular,A,C,C,N,state,non-habitual,rest
1017,De ole songs I member ez:,Emma Grisham,TN,Mountain,remember,0,Pronoun,First,Singular,A,C,V,N,state,non-habitual,rest
1018,but I tell dem I'se still young,Emma Grisham,TN,Mountain,tell,0,Pronoun,First,Singular,A,C,C,N,dynamic,habitual,rest
1019,I b'long ter de Methodist Chuch,Frances Batson,TN,Mountain,belong,0,Pronoun,First,Singular,A,C,C,N,state,non-habitual,rest
1020,I member de Yankee soldiers well.,Frances Batson,TN,Mountain,remember,0,Pronoun,First,Singular,A,C,C,N,state,non-habitual,rest
1021,I member one whup'in mah missis gib me.,Frances Batson,TN,Mountain,remember,0,Pronoun,First,Singular,A,C,C,N,state,non-habitual,rest
1022,I member a black hoss de soldiers had.,Frances Batson,TN,Mountain,remember,0,Pronoun,First,Singular,A,C,V,N,state,non-habitual,rest
1023,I member de ole well on ceder street.,Frances Batson,TN,Mountain,remember,0,Pronoun,First,Singular,A,C,C,N,state,non-habitual,rest
1024,"De only song I member: 'Hark Fun de Ground dis Mournful Sound.""",Frances Batson,TN,Mountain,remember,0,Pronoun,First,Singular,A,C,C,N,state,non-habitual,rest
1025,I think half ob dem'll be hung,Frances Batson,TN,Mountain,think,0,Pronoun,First,Singular,A,C,C,N,state,non-habitual,rest
1026,de way they throw rocks at ole peeples,Frances Batson,TN,Mountain,throw,0,Pronoun,Third,Plural,A,V,C,N,dynamic,habitual,rest
1027,I b'leeve he 'Yeard me fer de ater didn't git in mah house,Frankie Goole,TN,Mountain,believe,0,Pronoun,First,Singular,A,C,C,N,state,non-habitual,rest
1028,I b'long ter de Baptist Chuch,Frankie Goole,TN,Mountain,belong,0,Pronoun,First,Singular,A,C,C,N,state,non-habitual,rest
1029,"dey drink (I call hit ole bust haid whiskey), en do such mean things.",Frankie Goole,TN,Mountain,call,0,Pronoun,First,Singular,A,C,V,N,dynamic,habitual,rest
1030,"dey drink (I call hit ole bust haid whiskey), en do such mean things.",Frankie Goole,TN,Mountain,do,0,Pronoun,Third,Plural,N,irregular,S,N,dynamic,habitual,dhg
1031,"dey drink (I call hit ole bust haid whiskey), en do such mean things.",Frankie Goole,TN,Mountain,drink,0,Pronoun,Third,Plural,A,C,V,N,dynamic,habitual,rest
1032,Sumtimes I feels krazy.,Frankie Goole,TN,Mountain,feel,s,Pronoun,First,Singular,A,C,C,N,state,habitual,rest
1033,As far as I know de ex-slaves hab had diff'ent kinds ob wuk,Frankie Goole,TN,Mountain,know,0,Pronoun,First,Singular,A,V,C,N,state,non-habitual,rest
1034,I member de Ku Klux Klan en Pat-a-rollers,Frankie Goole,TN,Mountain,remember,0,Pronoun,First,Singular,A,C,C,N,state,non-habitual,rest
1035,I member one nite a Ku Klux Klan rode up ter our do'er,Frankie Goole,TN,Mountain,remember,0,Pronoun,First,Singular,A,C,C,N,state,non-habitual,rest
1036,De ole songs I member;,Frankie Goole,TN,Mountain,remember,0,Pronoun,First,Singular,A,C,P,N,state,non-habitual,rest
1037,I member w'en sum ob de slaves run 'way durin' slavery,Frankie Goole,TN,Mountain,remember,0,Pronoun,First,Singular,A,C,C,N,state,non-habitual,rest
1038,I member w'en de yellow fever en de cholera wuz 'yer,Frankie Goole,TN,Mountain,remember,0,Pronoun,First,Singular,A,C,C,N,state,non-habitual,rest
1039,I tries ter shame deze 'omen,Frankie Goole,TN,Mountain,try,s,Pronoun,First,Singular,A,V,C,N,dynamic,habitual,rest
